supplier s##s.s_suppkey,<,85000,s.s_acctbal,<,4820.26#5237
supplier s##s.s_suppkey,<,100000,s.s_acctbal,<,4820.26#5237
region r##r.r_regionkey,>,0#4
region r##r.r_regionkey,>,1#3
region r##r.r_regionkey,>,2#2
region r##r.r_regionkey,>,3#1
nation n##n.n_nationkey,=,0#1
nation n##n.n_nationkey,=,2#1
nation n##n.n_nationkey,=,4#1
nation n##n.n_nationkey,=,6#1
nation n##n.n_nationkey,=,8#1
nation n##n.n_nationkey,=,10#1
nation n##n.n_nationkey,=,12#1
nation n##n.n_nationkey,=,14#1
nation n##n.n_nationkey,=,16#1
nation n##n.n_nationkey,=,18#1
nation n##n.n_nationkey,=,20#1
nation n##n.n_nationkey,=,22#1
nation n##n.n_nationkey,=,24#1
region r##r.r_regionkey,>,0#4
region r##r.r_regionkey,>,1#3
region r##r.r_regionkey,>,2#2
region r##r.r_regionkey,>,3#1
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,5#585
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,10#594
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,15#518
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,20#550
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,25#570
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,30#594
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,35#559
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,40#524
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,45#532
part p##p.p_retailprice,<,1525.26,p.p_partkey,>,139030,p.p_size,=,50#560
nation n##n.n_nationkey,=,0#1
nation n##n.n_nationkey,=,2#1
nation n##n.n_nationkey,=,4#1
nation n##n.n_nationkey,=,6#1
nation n##n.n_nationkey,=,8#1
nation n##n.n_nationkey,=,10#1
nation n##n.n_nationkey,=,12#1
nation n##n.n_nationkey,=,14#1
nation n##n.n_nationkey,=,16#1
nation n##n.n_nationkey,=,18#1
nation n##n.n_nationkey,=,20#1
nation n##n.n_nationkey,=,22#1
nation n##n.n_nationkey,=,24#1
orders o##o.o_orderdate,>,'1992-01-01'#1499379
orders o##o.o_orderdate,>,'1994-01-01'#1045633
orders o##o.o_orderdate,>,'1995-06-01'#723288
orders o##o.o_orderdate,>,'1996-12-01'#380080
part p##p.p_retailprice,<,1799.33,p.p_size,<,5#12936
part p##p.p_retailprice,<,1799.33,p.p_size,<,10#29033
part p##p.p_retailprice,<,1799.33,p.p_size,<,15#45259
part p##p.p_retailprice,<,1799.33,p.p_size,<,20#61136
part p##p.p_retailprice,<,1799.33,p.p_size,<,25#77097
part p##p.p_retailprice,<,1799.33,p.p_size,<,30#92969
part p##p.p_retailprice,<,1799.33,p.p_size,<,35#108941
part p##p.p_retailprice,<,1799.33,p.p_size,<,40#124887
part p##p.p_retailprice,<,1799.33,p.p_size,<,45#140841
part p##p.p_retailprice,<,1799.33,p.p_size,<,50#156786
customer c##c.c_custkey,<,10000#9999
customer c##c.c_custkey,<,30000#29999
customer c##c.c_custkey,<,50000#49999
customer c##c.c_custkey,<,70000#69999
customer c##c.c_custkey,<,90000#89999
customer c##c.c_custkey,<,110000#109999
customer c##c.c_custkey,<,130000#129999
customer c##c.c_custkey,=,10000#1
customer c##c.c_custkey,=,30000#1
customer c##c.c_custkey,=,50000#1
customer c##c.c_custkey,=,70000#1
customer c##c.c_custkey,=,90000#1
customer c##c.c_custkey,=,110000#1
customer c##c.c_custkey,=,130000#1
customer c##c.c_custkey,<,10000#9999
customer c##c.c_custkey,<,30000#29999
customer c##c.c_custkey,<,50000#49999
customer c##c.c_custkey,<,70000#69999
customer c##c.c_custkey,<,90000#89999
customer c##c.c_custkey,<,110000#109999
customer c##c.c_custkey,<,130000#129999
customer c##c.c_acctbal,>,455.43,c.c_custkey,>,10000#121602
customer c##c.c_acctbal,>,455.43,c.c_custkey,>,30000#104258
customer c##c.c_acctbal,>,455.43,c.c_custkey,>,50000#86842
customer c##c.c_acctbal,>,455.43,c.c_custkey,>,70000#69459
customer c##c.c_acctbal,>,455.43,c.c_custkey,>,90000#52220
customer c##c.c_acctbal,>,455.43,c.c_custkey,>,110000#34829
customer c##c.c_acctbal,>,455.43,c.c_custkey,>,130000#17405
region r##r.r_regionkey,=,0#1
region r##r.r_regionkey,=,1#1
region r##r.r_regionkey,=,2#1
region r##r.r_regionkey,=,3#1
region r##r.r_regionkey,=,4#1
region r##r.r_regionkey,=,0#1
region r##r.r_regionkey,=,1#1
region r##r.r_regionkey,=,2#1
region r##r.r_regionkey,=,3#1
region r##r.r_regionkey,=,4#1
region r##r.r_regionkey,=,0#1
region r##r.r_regionkey,=,1#1
region r##r.r_regionkey,=,2#1
region r##r.r_regionkey,=,3#1
region r##r.r_regionkey,=,4#1
lineitem l##l.l_quantity,=,5,l.l_commitdate,>,'1992-10-05'#108729
lineitem l##l.l_quantity,=,10,l.l_commitdate,>,'1992-10-05'#108730
lineitem l##l.l_quantity,=,15,l.l_commitdate,>,'1992-10-05'#109469
lineitem l##l.l_quantity,=,20,l.l_commitdate,>,'1992-10-05'#109279
lineitem l##l.l_quantity,=,25,l.l_commitdate,>,'1992-10-05'#109830
lineitem l##l.l_quantity,=,30,l.l_commitdate,>,'1992-10-05'#108645
lineitem l##l.l_quantity,=,35,l.l_commitdate,>,'1992-10-05'#109907
lineitem l##l.l_quantity,=,40,l.l_commitdate,>,'1992-10-05'#109221
lineitem l##l.l_quantity,=,45,l.l_commitdate,>,'1992-10-05'#108730
lineitem l##l.l_quantity,=,50,l.l_commitdate,>,'1992-10-05'#108907
customer c##c.c_custkey,>,10000,c.c_acctbal,>,-98.18#128512
customer c##c.c_custkey,>,30000,c.c_acctbal,>,-98.18#110159
customer c##c.c_custkey,>,50000,c.c_acctbal,>,-98.18#91767
customer c##c.c_custkey,>,70000,c.c_acctbal,>,-98.18#73354
customer c##c.c_custkey,>,90000,c.c_acctbal,>,-98.18#55096
customer c##c.c_custkey,>,110000,c.c_acctbal,>,-98.18#36686
customer c##c.c_custkey,>,130000,c.c_acctbal,>,-98.18#18373
part p##p.p_size,=,5,p.p_partkey,>,147586#1092
part p##p.p_size,=,10,p.p_partkey,>,147586#1138
part p##p.p_size,=,15,p.p_partkey,>,147586#1012
part p##p.p_size,=,20,p.p_partkey,>,147586#1003
part p##p.p_size,=,25,p.p_partkey,>,147586#1074
part p##p.p_size,=,30,p.p_partkey,>,147586#1089
part p##p.p_size,=,35,p.p_partkey,>,147586#1041
part p##p.p_size,=,40,p.p_partkey,>,147586#1014
part p##p.p_size,=,45,p.p_partkey,>,147586#1014
part p##p.p_size,=,50,p.p_partkey,>,147586#1034
nation n##n.n_nationkey,>,0#24
nation n##n.n_nationkey,>,2#22
nation n##n.n_nationkey,>,4#20
nation n##n.n_nationkey,>,6#18
nation n##n.n_nationkey,>,8#16
nation n##n.n_nationkey,>,10#14
nation n##n.n_nationkey,>,12#12
nation n##n.n_nationkey,>,14#10
nation n##n.n_nationkey,>,16#8
nation n##n.n_nationkey,>,18#6
nation n##n.n_nationkey,>,20#4
nation n##n.n_nationkey,>,22#2
orders o##o.o_orderkey,>,1250358,o.o_orderdate,>,'1992-01-01',o.o_totalprice,<,291296.53#1104375
orders o##o.o_orderkey,>,1250358,o.o_orderdate,>,'1994-01-01',o.o_totalprice,<,291296.53#769905
orders o##o.o_orderkey,>,1250358,o.o_orderdate,>,'1995-06-01',o.o_totalprice,<,291296.53#532833
orders o##o.o_orderkey,>,1250358,o.o_orderdate,>,'1996-12-01',o.o_totalprice,<,291296.53#280025
customer c##c.c_custkey,<,10000#9999
customer c##c.c_custkey,<,30000#29999
customer c##c.c_custkey,<,50000#49999
customer c##c.c_custkey,<,70000#69999
customer c##c.c_custkey,<,90000#89999
customer c##c.c_custkey,<,110000#109999
customer c##c.c_custkey,<,130000#129999
lineitem l##l.l_extendedprice,<,30519.78,l.l_shipdate,=,'1994-01-01'#1026
lineitem l##l.l_extendedprice,<,30519.78,l.l_shipdate,=,'1995-06-01'#1036
lineitem l##l.l_extendedprice,<,30519.78,l.l_shipdate,=,'1996-12-01'#1051
lineitem l##l.l_extendedprice,<,30519.78,l.l_shipdate,=,'1998-12-01'#5
region r##r.r_regionkey,<,1#1
region r##r.r_regionkey,<,2#2
region r##r.r_regionkey,<,3#3
region r##r.r_regionkey,<,4#4
nation n##n.n_nationkey,>,0#24
nation n##n.n_nationkey,>,2#22
nation n##n.n_nationkey,>,4#20
nation n##n.n_nationkey,>,6#18
nation n##n.n_nationkey,>,8#16
nation n##n.n_nationkey,>,10#14
nation n##n.n_nationkey,>,12#12
nation n##n.n_nationkey,>,14#10
nation n##n.n_nationkey,>,16#8
nation n##n.n_nationkey,>,18#6
nation n##n.n_nationkey,>,20#4
nation n##n.n_nationkey,>,22#2
nation n##n.n_nationkey,>,0#24
nation n##n.n_nationkey,>,2#22
nation n##n.n_nationkey,>,4#20
nation n##n.n_nationkey,>,6#18
nation n##n.n_nationkey,>,8#16
nation n##n.n_nationkey,>,10#14
nation n##n.n_nationkey,>,12#12
nation n##n.n_nationkey,>,14#10
nation n##n.n_nationkey,>,16#8
nation n##n.n_nationkey,>,18#6
nation n##n.n_nationkey,>,20#4
nation n##n.n_nationkey,>,22#2
orders o##o.o_orderdate,>,'1992-01-01',o.o_orderkey,<,372342,o.o_totalprice,>,218085.15#22349
orders o##o.o_orderdate,>,'1994-01-01',o.o_orderkey,<,372342,o.o_totalprice,>,218085.15#15506
orders o##o.o_orderdate,>,'1995-06-01',o.o_orderkey,<,372342,o.o_totalprice,>,218085.15#10688
orders o##o.o_orderdate,>,'1996-12-01',o.o_orderkey,<,372342,o.o_totalprice,>,218085.15#5599
customer c##c.c_acctbal,>,9128.48,c.c_custkey,>,10000#11017
customer c##c.c_acctbal,>,9128.48,c.c_custkey,>,30000#9480
customer c##c.c_acctbal,>,9128.48,c.c_custkey,>,50000#7909
customer c##c.c_acctbal,>,9128.48,c.c_custkey,>,70000#6335
customer c##c.c_acctbal,>,9128.48,c.c_custkey,>,90000#4718
customer c##c.c_acctbal,>,9128.48,c.c_custkey,>,110000#3161
customer c##c.c_acctbal,>,9128.48,c.c_custkey,>,130000#1600
nation n##n.n_nationkey,>,0#24
nation n##n.n_nationkey,>,2#22
nation n##n.n_nationkey,>,4#20
nation n##n.n_nationkey,>,6#18
nation n##n.n_nationkey,>,8#16
nation n##n.n_nationkey,>,10#14
nation n##n.n_nationkey,>,12#12
nation n##n.n_nationkey,>,14#10
nation n##n.n_nationkey,>,16#8
nation n##n.n_nationkey,>,18#6
nation n##n.n_nationkey,>,20#4
nation n##n.n_nationkey,>,22#2
nation n##n.n_nationkey,=,0#1
nation n##n.n_nationkey,=,2#1
nation n##n.n_nationkey,=,4#1
nation n##n.n_nationkey,=,6#1
nation n##n.n_nationkey,=,8#1
nation n##n.n_nationkey,=,10#1
nation n##n.n_nationkey,=,12#1
nation n##n.n_nationkey,=,14#1
nation n##n.n_nationkey,=,16#1
nation n##n.n_nationkey,=,18#1
nation n##n.n_nationkey,=,20#1
nation n##n.n_nationkey,=,22#1
nation n##n.n_nationkey,=,24#1
lineitem l##l.l_shipdate,<,'1994-01-01'#1665073
lineitem l##l.l_shipdate,<,'1995-06-01'#2953468
lineitem l##l.l_shipdate,<,'1996-12-01'#4325045
lineitem l##l.l_shipdate,<,'1998-12-01'#6001197
nation n##n.n_nationkey,=,0#1
nation n##n.n_nationkey,=,2#1
nation n##n.n_nationkey,=,4#1
nation n##n.n_nationkey,=,6#1
nation n##n.n_nationkey,=,8#1
nation n##n.n_nationkey,=,10#1
nation n##n.n_nationkey,=,12#1
nation n##n.n_nationkey,=,14#1
nation n##n.n_nationkey,=,16#1
nation n##n.n_nationkey,=,18#1
nation n##n.n_nationkey,=,20#1
nation n##n.n_nationkey,=,22#1
nation n##n.n_nationkey,=,24#1
lineitem l##l.l_commitdate,=,'1994-01-01'#2553
lineitem l##l.l_commitdate,=,'1996-01-01'#2589
lineitem l##l.l_commitdate,=,'1998-01-01'#2537
lineitem l##l.l_shipdate,<,'1994-01-01',l.l_discount,>,0.09#151380
lineitem l##l.l_shipdate,<,'1995-06-01',l.l_discount,>,0.09#268423
lineitem l##l.l_shipdate,<,'1996-12-01',l.l_discount,>,0.09#393207
lineitem l##l.l_shipdate,<,'1998-12-01',l.l_discount,>,0.09#545814
lineitem l##l.l_discount,=,0.07,l.l_shipdate,=,'1994-01-01'#213
lineitem l##l.l_discount,=,0.07,l.l_shipdate,=,'1995-06-01'#239
lineitem l##l.l_discount,=,0.07,l.l_shipdate,=,'1996-12-01'#244
region r##r.r_regionkey,=,0#1
region r##r.r_regionkey,=,1#1
region r##r.r_regionkey,=,2#1
region r##r.r_regionkey,=,3#1
region r##r.r_regionkey,=,4#1
region r##r.r_regionkey,>,0#4
region r##r.r_regionkey,>,1#3
region r##r.r_regionkey,>,2#2
region r##r.r_regionkey,>,3#1
region r##r.r_regionkey,=,0#1
region r##r.r_regionkey,=,1#1
region r##r.r_regionkey,=,2#1
region r##r.r_regionkey,=,3#1
region r##r.r_regionkey,=,4#1
supplier s##s.s_suppkey,<,10000#9999
supplier s##s.s_suppkey,<,25000#10000
supplier s##s.s_suppkey,<,40000#10000
supplier s##s.s_suppkey,<,55000#10000
supplier s##s.s_suppkey,<,70000#10000
supplier s##s.s_suppkey,<,85000#10000
supplier s##s.s_suppkey,<,100000#10000
nation n##n.n_nationkey,>,0#24
nation n##n.n_nationkey,>,2#22
nation n##n.n_nationkey,>,4#20
nation n##n.n_nationkey,>,6#18
nation n##n.n_nationkey,>,8#16
nation n##n.n_nationkey,>,10#14
nation n##n.n_nationkey,>,12#12
nation n##n.n_nationkey,>,14#10
nation n##n.n_nationkey,>,16#8
nation n##n.n_nationkey,>,18#6
nation n##n.n_nationkey,>,20#4
nation n##n.n_nationkey,>,22#2
nation n##n.n_nationkey,>,0#24
nation n##n.n_nationkey,>,2#22
nation n##n.n_nationkey,>,4#20
nation n##n.n_nationkey,>,6#18
nation n##n.n_nationkey,>,8#16
nation n##n.n_nationkey,>,10#14
nation n##n.n_nationkey,>,12#12
nation n##n.n_nationkey,>,14#10
nation n##n.n_nationkey,>,16#8
nation n##n.n_nationkey,>,18#6
nation n##n.n_nationkey,>,20#4
nation n##n.n_nationkey,>,22#2
nation n##n.n_nationkey,>,0#24
nation n##n.n_nationkey,>,2#22
nation n##n.n_nationkey,>,4#20
nation n##n.n_nationkey,>,6#18
nation n##n.n_nationkey,>,8#16
nation n##n.n_nationkey,>,10#14
nation n##n.n_nationkey,>,12#12
nation n##n.n_nationkey,>,14#10
nation n##n.n_nationkey,>,16#8
nation n##n.n_nationkey,>,18#6
nation n##n.n_nationkey,>,20#4
nation n##n.n_nationkey,>,22#2
lineitem l##l.l_shipdate,<,'1994-01-01'#1665073
lineitem l##l.l_shipdate,<,'1995-06-01'#2953468
lineitem l##l.l_shipdate,<,'1996-12-01'#4325045
lineitem l##l.l_shipdate,<,'1998-12-01'#6001197
part p##p.p_size,>,5,p.p_retailprice,>,1896.18#18589
part p##p.p_size,>,10,p.p_retailprice,>,1896.18#16531
part p##p.p_size,>,15,p.p_retailprice,>,1896.18#14447
part p##p.p_size,>,20,p.p_retailprice,>,1896.18#12415
part p##p.p_size,>,25,p.p_retailprice,>,1896.18#10336
part p##p.p_size,>,30,p.p_retailprice,>,1896.18#8264
part p##p.p_size,>,35,p.p_retailprice,>,1896.18#6220
part p##p.p_size,>,40,p.p_retailprice,>,1896.18#4063
part p##p.p_size,>,45,p.p_retailprice,>,1896.18#1998
nation n##n.n_nationkey,<,2#2
nation n##n.n_nationkey,<,4#4
nation n##n.n_nationkey,<,6#6
nation n##n.n_nationkey,<,8#8
nation n##n.n_nationkey,<,10#10
nation n##n.n_nationkey,<,12#12
nation n##n.n_nationkey,<,14#14
nation n##n.n_nationkey,<,16#16
nation n##n.n_nationkey,<,18#18
nation n##n.n_nationkey,<,20#20
nation n##n.n_nationkey,<,22#22
nation n##n.n_nationkey,<,24#24
customer c##c.c_acctbal,>,4840.14,c.c_custkey,<,10000#4592
customer c##c.c_acctbal,>,4840.14,c.c_custkey,<,30000#13871
customer c##c.c_acctbal,>,4840.14,c.c_custkey,<,50000#23225
customer c##c.c_acctbal,>,4840.14,c.c_custkey,<,70000#32679
customer c##c.c_acctbal,>,4840.14,c.c_custkey,<,90000#41873
customer c##c.c_acctbal,>,4840.14,c.c_custkey,<,110000#51221
customer c##c.c_acctbal,>,4840.14,c.c_custkey,<,130000#60775
lineitem l##l.l_quantity,>,5#5402177
lineitem l##l.l_quantity,>,10#4802275
lineitem l##l.l_quantity,>,15#4203309
lineitem l##l.l_quantity,>,20#3602799
lineitem l##l.l_quantity,>,25#3001787
lineitem l##l.l_quantity,>,30#2402187
lineitem l##l.l_quantity,>,35#1800748
lineitem l##l.l_quantity,>,40#1200257
lineitem l##l.l_quantity,>,45#599890
region r##r.r_regionkey,>,0#4
region r##r.r_regionkey,>,1#3
region r##r.r_regionkey,>,2#2
region r##r.r_regionkey,>,3#1
orders o##o.o_orderdate,<,'1994-01-01',o.o_orderkey,<,4936907,o.o_totalprice,<,152759.58#197915
orders o##o.o_orderdate,<,'1995-06-01',o.o_orderkey,<,4936907,o.o_totalprice,<,152759.58#338990
orders o##o.o_orderdate,<,'1996-12-01',o.o_orderkey,<,4936907,o.o_totalprice,<,152759.58#488881
orders o##o.o_orderdate,<,'1998-12-01',o.o_orderkey,<,4936907,o.o_totalprice,<,152759.58#655539
region r##r.r_regionkey,>,0#4
region r##r.r_regionkey,>,1#3
region r##r.r_regionkey,>,2#2
region r##r.r_regionkey,>,3#1
lineitem l##l.l_quantity,>,5,l.l_extendedprice,>,85960.81,l.l_shipdate,=,'1994-08-14'#58
lineitem l##l.l_quantity,>,10,l.l_extendedprice,>,85960.81,l.l_shipdate,=,'1994-08-14'#58
lineitem l##l.l_quantity,>,15,l.l_extendedprice,>,85960.81,l.l_shipdate,=,'1994-08-14'#58
lineitem l##l.l_quantity,>,20,l.l_extendedprice,>,85960.81,l.l_shipdate,=,'1994-08-14'#58
lineitem l##l.l_quantity,>,25,l.l_extendedprice,>,85960.81,l.l_shipdate,=,'1994-08-14'#58
lineitem l##l.l_quantity,>,30,l.l_extendedprice,>,85960.81,l.l_shipdate,=,'1994-08-14'#58
lineitem l##l.l_quantity,>,35,l.l_extendedprice,>,85960.81,l.l_shipdate,=,'1994-08-14'#58
lineitem l##l.l_quantity,>,40,l.l_extendedprice,>,85960.81,l.l_shipdate,=,'1994-08-14'#58
lineitem l##l.l_quantity,>,45,l.l_extendedprice,>,85960.81,l.l_shipdate,=,'1994-08-14'#48
nation n##n.n_nationkey,<,2#2
nation n##n.n_nationkey,<,4#4
nation n##n.n_nationkey,<,6#6
nation n##n.n_nationkey,<,8#8
nation n##n.n_nationkey,<,10#10
nation n##n.n_nationkey,<,12#12
nation n##n.n_nationkey,<,14#14
nation n##n.n_nationkey,<,16#16
nation n##n.n_nationkey,<,18#18
nation n##n.n_nationkey,<,20#20
nation n##n.n_nationkey,<,22#22
nation n##n.n_nationkey,<,24#24
part p##p.p_partkey,>,79716,p.p_size,>,5#108264
part p##p.p_partkey,>,79716,p.p_size,>,10#96121
part p##p.p_partkey,>,79716,p.p_size,>,15#84155
part p##p.p_partkey,>,79716,p.p_size,>,20#72209
part p##p.p_partkey,>,79716,p.p_size,>,25#60127
part p##p.p_partkey,>,79716,p.p_size,>,30#48017
part p##p.p_partkey,>,79716,p.p_size,>,35#35979
part p##p.p_partkey,>,79716,p.p_size,>,40#23946
part p##p.p_partkey,>,79716,p.p_size,>,45#11951
region r##r.r_regionkey,=,0#1
region r##r.r_regionkey,=,1#1
region r##r.r_regionkey,=,2#1
region r##r.r_regionkey,=,3#1
region r##r.r_regionkey,=,4#1
lineitem l##l.l_extendedprice,<,96905.55,l.l_shipdate,<,'1994-01-01',l.l_discount,<,0.03#452942
lineitem l##l.l_extendedprice,<,96905.55,l.l_shipdate,<,'1995-06-01',l.l_discount,<,0.03#803693
lineitem l##l.l_extendedprice,<,96905.55,l.l_shipdate,<,'1996-12-01',l.l_discount,<,0.03#1176698
lineitem l##l.l_extendedprice,<,96905.55,l.l_shipdate,<,'1998-12-01',l.l_discount,<,0.03#1632811
nation n##n.n_nationkey,<,2#2
nation n##n.n_nationkey,<,4#4
nation n##n.n_nationkey,<,6#6
nation n##n.n_nationkey,<,8#8
nation n##n.n_nationkey,<,10#10
nation n##n.n_nationkey,<,12#12
nation n##n.n_nationkey,<,14#14
nation n##n.n_nationkey,<,16#16
nation n##n.n_nationkey,<,18#18
nation n##n.n_nationkey,<,20#20
nation n##n.n_nationkey,<,22#22
nation n##n.n_nationkey,<,24#24
region r##r.r_regionkey,>,0#4
region r##r.r_regionkey,>,1#3
region r##r.r_regionkey,>,2#2
region r##r.r_regionkey,>,3#1
nation n##n.n_nationkey,>,0#24
nation n##n.n_nationkey,>,2#22
nation n##n.n_nationkey,>,4#20
nation n##n.n_nationkey,>,6#18
nation n##n.n_nationkey,>,8#16
nation n##n.n_nationkey,>,10#14
nation n##n.n_nationkey,>,12#12
nation n##n.n_nationkey,>,14#10
nation n##n.n_nationkey,>,16#8
nation n##n.n_nationkey,>,18#6
nation n##n.n_nationkey,>,20#4
nation n##n.n_nationkey,>,22#2
part p##p.p_size,=,5,p.p_retailprice,>,290.14#4062
part p##p.p_size,=,10,p.p_retailprice,>,290.14#4177
part p##p.p_size,=,15,p.p_retailprice,>,290.14#3907
part p##p.p_size,=,20,p.p_retailprice,>,290.14#3963
part p##p.p_size,=,25,p.p_retailprice,>,290.14#3949
part p##p.p_size,=,30,p.p_retailprice,>,290.14#4127
part p##p.p_size,=,35,p.p_retailprice,>,290.14#4088
part p##p.p_size,=,40,p.p_retailprice,>,290.14#3970
part p##p.p_size,=,45,p.p_retailprice,>,290.14#3893
part p##p.p_size,=,50,p.p_retailprice,>,290.14#3889
customer c##c.c_custkey,<,10000#9999
customer c##c.c_custkey,<,30000#29999
customer c##c.c_custkey,<,50000#49999
customer c##c.c_custkey,<,70000#69999
customer c##c.c_custkey,<,90000#89999
customer c##c.c_custkey,<,110000#109999
customer c##c.c_custkey,<,130000#129999
orders o##o.o_orderkey,<,5257973,o.o_totalprice,>,443730.6,o.o_orderdate,<,'1994-01-01'#112
orders o##o.o_orderkey,<,5257973,o.o_totalprice,>,443730.6,o.o_orderdate,<,'1995-06-01'#211
orders o##o.o_orderkey,<,5257973,o.o_totalprice,>,443730.6,o.o_orderdate,<,'1996-12-01'#293
orders o##o.o_orderkey,<,5257973,o.o_totalprice,>,443730.6,o.o_orderdate,<,'1998-12-01'#388
region r##r.r_regionkey,>,0#4
region r##r.r_regionkey,>,1#3
region r##r.r_regionkey,>,2#2
region r##r.r_regionkey,>,3#1
nation n##n.n_nationkey,>,0#24
nation n##n.n_nationkey,>,2#22
nation n##n.n_nationkey,>,4#20
nation n##n.n_nationkey,>,6#18
nation n##n.n_nationkey,>,8#16
nation n##n.n_nationkey,>,10#14
nation n##n.n_nationkey,>,12#12
nation n##n.n_nationkey,>,14#10
nation n##n.n_nationkey,>,16#8
nation n##n.n_nationkey,>,18#6
nation n##n.n_nationkey,>,20#4
nation n##n.n_nationkey,>,22#2
region r##r.r_regionkey,=,0#1
region r##r.r_regionkey,=,1#1
region r##r.r_regionkey,=,2#1
region r##r.r_regionkey,=,3#1
region r##r.r_regionkey,=,4#1
customer c##c.c_custkey,<,10000,c.c_acctbal,<,1808.59#2571
customer c##c.c_custkey,<,30000,c.c_acctbal,<,1808.59#7770
customer c##c.c_custkey,<,50000,c.c_acctbal,<,1808.59#12846
customer c##c.c_custkey,<,70000,c.c_acctbal,<,1808.59#17888
customer c##c.c_custkey,<,90000,c.c_acctbal,<,1808.59#23093
customer c##c.c_custkey,<,110000,c.c_acctbal,<,1808.59#28143
customer c##c.c_custkey,<,130000,c.c_acctbal,<,1808.59#33105
region r##r.r_regionkey,=,0#1
region r##r.r_regionkey,=,1#1
region r##r.r_regionkey,=,2#1
region r##r.r_regionkey,=,3#1
region r##r.r_regionkey,=,4#1
supplier s##s.s_suppkey,<,10000#9999
supplier s##s.s_suppkey,<,25000#10000
supplier s##s.s_suppkey,<,40000#10000
supplier s##s.s_suppkey,<,55000#10000
supplier s##s.s_suppkey,<,70000#10000
supplier s##s.s_suppkey,<,85000#10000
supplier s##s.s_suppkey,<,100000#10000
region r##r.r_regionkey,=,0#1
region r##r.r_regionkey,=,1#1
region r##r.r_regionkey,=,2#1
region r##r.r_regionkey,=,3#1
region r##r.r_regionkey,=,4#1
part p##p.p_size,<,5#16209
part p##p.p_size,<,10#36297
part p##p.p_size,<,15#56606
part p##p.p_size,<,20#76369
part p##p.p_size,<,25#96359
part p##p.p_size,<,30#116248
part p##p.p_size,<,35#136244
part p##p.p_size,<,40#156303
part p##p.p_size,<,45#176220
part p##p.p_size,<,50#196111
customer c##c.c_acctbal,<,-846.89,c.c_custkey,>,10000#1974
