orders o##o.o_orderkey,<,869065,o.o_totalprice,>,253755.53,o.o_orderdate,=,'1997-05-29'#16
customer c##c.c_acctbal,>,3043.17#94649
part p##p.p_size,=,10,p.p_partkey,>,172319#582
orders o##o.o_orderkey,>,5311432#172137
region r##r.r_regionkey,<,3#3
lineitem l##l.l_extendedprice,>,32438.96,l.l_discount,>,0.06,l.l_commitdate,=,'1993-09-29'#496
supplier s##s.s_suppkey,<,58080#10000
nation n##n.n_nationkey,=,9#1
part p##p.p_size,=,32,p.p_partkey,>,112894#1759
supplier s##s.s_acctbal,>,6740.38#2975
partsupp ps##ps.ps_supplycost,>,43.26#766516
region r##r.r_regionkey,<,4#4
partsupp ps##ps.ps_supplycost,=,244.07#6
nation n##n.n_nationkey,<,23#23
customer c##c.c_custkey,>,19754#130246
partsupp ps##ps.ps_availqty,=,7683,ps.ps_supplycost,<,631.75#53
orders o##o.o_orderdate,<,'1998-05-30',o.o_orderkey,>,1579068#1075608
partsupp ps##ps.ps_availqty,<,1696,ps.ps_supplycost,<,982.4#133098
nation n##n.n_nationkey,=,22#1
partsupp ps##ps.ps_supplycost,=,558.41#6
orders o##o.o_totalprice,<,40842.84,o.o_orderkey,>,1186388#129044
partsupp ps##ps.ps_supplycost,>,709.13,ps.ps_availqty,=,5073#22
orders o##o.o_totalprice,>,335260.97,o.o_orderkey,>,3035235,o.o_orderdate,=,'1996-01-25'#7
part p##p.p_partkey,<,127474#127473
customer c##c.c_custkey,=,20229#1
part p##p.p_retailprice,>,1670.4#65900
region r##r.r_regionkey,>,3#1
supplier s##s.s_suppkey,<,88653,s.s_acctbal,>,1612.83#7626
lineitem l##l.l_shipdate,=,'1995-06-21',l.l_extendedprice,<,90397.53,l.l_discount,=,0.04#229
partsupp ps##ps.ps_availqty,<,1375#109767
partsupp ps##ps.ps_supplycost,=,397.06#7
partsupp ps##ps.ps_supplycost,=,375.54#6
region r##r.r_regionkey,>,2#2
supplier s##s.s_suppkey,<,61926#10000
lineitem l##l.l_quantity,<,39#4561130
region r##r.r_regionkey,<,3#3
region r##r.r_regionkey,>,3#1
region r##r.r_regionkey,=,3#1
nation n##n.n_nationkey,=,11#1
partsupp ps##ps.ps_supplycost,>,479.05#417234
region r##r.r_regionkey,=,1#1
region r##r.r_regionkey,>,3#1
nation n##n.n_nationkey,<,23#23
lineitem l##l.l_discount,<,0.09,l.l_extendedprice,>,26672.8,l.l_shipdate,=,'1996-10-04',l.l_commitdate,=,'1996-10-29'#12
region r##r.r_regionkey,<,4#4
lineitem l##l.l_extendedprice,=,23600.3#6
partsupp ps##ps.ps_supplycost,>,154.28,ps.ps_availqty,<,6078#411691
partsupp ps##ps.ps_availqty,>,6013,ps.ps_supplycost,<,315.07#100239
part p##p.p_partkey,=,192853#1
customer c##c.c_custkey,<,6891#6890
partsupp ps##ps.ps_supplycost,>,884.36,ps.ps_availqty,=,5068#7
nation n##n.n_nationkey,>,16#8
partsupp ps##ps.ps_availqty,=,7089#85
region r##r.r_regionkey,<,1#1
part p##p.p_retailprice,<,1229.24#46010
nation n##n.n_nationkey,=,21#1
partsupp ps##ps.ps_availqty,=,745#80
part p##p.p_partkey,<,164408,p.p_size,>,19,p.p_retailprice,>,1913.34#6973
lineitem l##l.l_shipdate,<,'1992-10-25',l.l_discount,>,0.01#480998
partsupp ps##ps.ps_supplycost,=,467.01#8
part p##p.p_partkey,=,13266,p.p_retailprice,<,1890.82#1
orders o##o.o_orderkey,<,4845991#1211502
partsupp ps##ps.ps_availqty,<,8434#674681
part p##p.p_retailprice,<,1073.84,p.p_size,=,28#292
customer c##c.c_acctbal,<,4546.81,c.c_custkey,>,73328#38708
nation n##n.n_nationkey,<,11#11
partsupp ps##ps.ps_availqty,>,8342,ps.ps_supplycost,<,500.58#66125
region r##r.r_regionkey,>,2#2
lineitem l##l.l_extendedprice,=,39296.07,l.l_commitdate,>,'1995-05-10',l.l_shipdate,>,'1995-10-09',l.l_discount,>,0.08#2
lineitem l##l.l_shipdate,<,'1993-03-24',l.l_quantity,<,38,l.l_extendedprice,<,79675.68#710320
orders o##o.o_orderdate,=,'1992-05-09'#620
nation n##n.n_nationkey,<,10#10
orders o##o.o_totalprice,>,102025.45#988109
lineitem l##l.l_extendedprice,>,20734.96#4334158
partsupp ps##ps.ps_supplycost,=,460.2,ps.ps_availqty,>,5609#4
partsupp ps##ps.ps_supplycost,=,279.73,ps.ps_availqty,<,3685#4
part p##p.p_retailprice,>,1410.27,p.p_partkey,<,125778#69393
partsupp ps##ps.ps_supplycost,>,676.95,ps.ps_availqty,<,6465#167092
partsupp ps##ps.ps_supplycost,=,288.34#9
nation n##n.n_nationkey,>,8#16
lineitem l##l.l_extendedprice,>,69617.43,l.l_discount,=,0.01#60100
customer c##c.c_custkey,>,139210#10790
customer c##c.c_custkey,=,108345#1
lineitem l##l.l_extendedprice,>,5917.2,l.l_discount,=,0.07,l.l_commitdate,=,'1997-12-31',l.l_shipdate,>,'1992-06-01'#204
part p##p.p_partkey,<,148888#148887
nation n##n.n_nationkey,<,20#20
customer c##c.c_acctbal,<,4668.09#77531
nation n##n.n_nationkey,=,4#1
lineitem l##l.l_extendedprice,<,23552.89,l.l_quantity,<,22,l.l_commitdate,<,'1998-07-13'#1822214
region r##r.r_regionkey,>,1#3
region r##r.r_regionkey,<,1#1
lineitem l##l.l_shipdate,<,'1998-02-27',l.l_discount,<,0.08#3969449
customer c##c.c_custkey,>,117113#32887
partsupp ps##ps.ps_availqty,=,8973#73
customer c##c.c_custkey,<,136405#136404
lineitem l##l.l_extendedprice,>,58315.18#1281491
nation n##n.n_nationkey,<,4#4
orders o##o.o_orderdate,>,'1997-03-08',o.o_orderkey,>,2585114#181974
region r##r.r_regionkey,=,1#1
nation n##n.n_nationkey,<,22#22
nation n##n.n_nationkey,<,1#1
part p##p.p_partkey,>,191179,p.p_retailprice,>,1927.6#1512
partsupp ps##ps.ps_supplycost,<,81.17,ps.ps_availqty,>,8836#7261
customer c##c.c_custkey,<,121374#121373
orders o##o.o_totalprice,<,173145.25,o.o_orderkey,<,1581089,o.o_orderdate,>,'1993-04-07'#193681
region r##r.r_regionkey,=,1#1
nation n##n.n_nationkey,<,19#19
region r##r.r_regionkey,<,3#3
customer c##c.c_custkey,=,132094#1
part p##p.p_retailprice,>,638.49#200000
partsupp ps##ps.ps_supplycost,=,985.71#8
orders o##o.o_totalprice,>,335704.13,o.o_orderkey,>,2673739,o.o_orderdate,>,'1996-09-01'#5642
orders o##o.o_totalprice,<,92021.1#456110
lineitem l##l.l_extendedprice,>,14436.03,l.l_discount,<,0.09#3975742
orders o##o.o_orderdate,<,'1994-09-21',o.o_orderkey,<,1705713#175333
partsupp ps##ps.ps_supplycost,<,93.37#73678
customer c##c.c_acctbal,<,6410.39#100944
nation n##n.n_nationkey,>,19#5
customer c##c.c_custkey,<,99789,c.c_acctbal,<,4870.15#53562
partsupp ps##ps.ps_supplycost,>,882.93,ps.ps_availqty,<,1616#15069
lineitem l##l.l_extendedprice,<,4572.5,l.l_discount,=,0.07,l.l_commitdate,=,'1994-12-04'#12
orders o##o.o_orderkey,<,1929537,o.o_orderdate,<,'1998-05-22'#467644
customer c##c.c_acctbal,<,9631.59,c.c_custkey,>,128607#20673
lineitem l##l.l_discount,=,0.07,l.l_extendedprice,<,18405.59#133672
region r##r.r_regionkey,>,0#4
region r##r.r_regionkey,>,1#3
nation n##n.n_nationkey,=,16#1
lineitem l##l.l_quantity,<,2,l.l_shipdate,=,'1997-12-19',l.l_discount,>,0.04#22
region r##r.r_regionkey,=,4#1
part p##p.p_size,=,24,p.p_retailprice,<,918.54#4
customer c##c.c_acctbal,>,8108.68#25748
nation n##n.n_nationkey,<,12#12
orders o##o.o_totalprice,>,85774.65,o.o_orderkey,<,3639898,o.o_orderdate,>,'1995-09-18'#285519
nation n##n.n_nationkey,=,22#1
lineitem l##l.l_quantity,<,35,l.l_commitdate,>,'1992-05-14',l.l_discount,=,0.09#359229
partsupp ps##ps.ps_availqty,>,2363#611332
orders o##o.o_orderdate,>,'1993-07-27',o.o_totalprice,>,362109.37,o.o_orderkey,>,2901280#5937
region r##r.r_regionkey,=,0#1
partsupp ps##ps.ps_supplycost,>,274.05,ps.ps_availqty,<,8039#467089
nation n##n.n_nationkey,>,2#22
nation n##n.n_nationkey,<,22#22
partsupp ps##ps.ps_availqty,=,3071,ps.ps_supplycost,<,449.39#36
nation n##n.n_nationkey,=,9#1
orders o##o.o_orderkey,>,4371342,o.o_orderdate,=,'1996-04-08'#171
supplier s##s.s_acctbal,<,1952.47#2661
supplier s##s.s_suppkey,<,36171#10000
lineitem l##l.l_shipdate,=,'1995-06-01',l.l_quantity,=,26#49
partsupp ps##ps.ps_supplycost,<,431.19,ps.ps_availqty,>,9739#8941
supplier s##s.s_acctbal,<,2456.02,s.s_suppkey,<,41831#3108
customer c##c.c_custkey,>,121012#28988
customer c##c.c_custkey,<,19390,c.c_acctbal,<,9897.71#19211
lineitem l##l.l_commitdate,<,'1998-01-08',l.l_shipdate,>,'1992-12-14',l.l_discount,=,0.08,l.l_quantity,>,43#58278
partsupp ps##ps.ps_availqty,>,6548#276449
customer c##c.c_acctbal,<,7495.76,c.c_custkey,>,131195#14583
nation n##n.n_nationkey,<,9#9
partsupp ps##ps.ps_availqty,<,7802,ps.ps_supplycost,=,438.73#10
lineitem l##l.l_quantity,>,8,l.l_discount,=,0.08,l.l_commitdate,>,'1993-03-23'#384372
partsupp ps##ps.ps_supplycost,<,630.13,ps.ps_availqty,=,7081#52
orders o##o.o_orderdate,>,'1994-03-19'#997448
lineitem l##l.l_shipdate,=,'1995-02-14',l.l_quantity,>,5,l.l_discount,>,0.01,l.l_commitdate,>,'1994-02-04'#1708
partsupp ps##ps.ps_availqty,=,4299,ps.ps_supplycost,>,862.77#9
partsupp ps##ps.ps_supplycost,<,352.63,ps.ps_availqty,<,2827#79357
supplier s##s.s_acctbal,<,543.26#1405
orders o##o.o_orderdate,>,'1997-07-07',o.o_totalprice,<,355100.17,o.o_orderkey,<,4099509#164636
region r##r.r_regionkey,>,2#2
nation n##n.n_nationkey,>,18#6
part p##p.p_retailprice,>,585.98,p.p_partkey,>,70083,p.p_size,>,44#15454
nation n##n.n_nationkey,=,8#1
partsupp ps##ps.ps_supplycost,<,143.03#113215
partsupp ps##ps.ps_supplycost,>,3.47,ps.ps_availqty,>,1527#676207
lineitem l##l.l_quantity,<,14,l.l_shipdate,<,'1995-01-04',l.l_commitdate,<,'1995-03-07'#669874
partsupp ps##ps.ps_supplycost,<,894.26#715621
region r##r.r_regionkey,>,3#1
region r##r.r_regionkey,<,3#3
region r##r.r_regionkey,>,1#3
part p##p.p_size,=,42#4031
partsupp ps##ps.ps_availqty,>,2712,ps.ps_supplycost,=,396.95#9
nation n##n.n_nationkey,>,21#3
lineitem l##l.l_quantity,>,22#3362986
nation n##n.n_nationkey,<,2#2
customer c##c.c_custkey,=,82144,c.c_acctbal,<,8690.88#1
supplier s##s.s_acctbal,>,7230.96,s.s_suppkey,<,80751#2533
lineitem l##l.l_quantity,=,49,l.l_commitdate,=,'1998-08-11'#53
customer c##c.c_custkey,=,135725,c.c_acctbal,>,4604.75#1
orders o##o.o_orderdate,=,'1997-07-20',o.o_orderkey,<,945763#109
nation n##n.n_nationkey,=,1#1
orders o##o.o_orderdate,=,'1998-01-06',o.o_totalprice,>,308061.92#39
part p##p.p_size,=,33#4025
customer c##c.c_acctbal,<,5450.81#88108
nation n##n.n_nationkey,>,7#17
lineitem l##l.l_discount,>,0.07#1635927
region r##r.r_regionkey,<,4#4
part p##p.p_size,=,48#4056
part p##p.p_partkey,<,71299,p.p_retailprice,>,128.68,p.p_size,>,37#18365
nation n##n.n_nationkey,>,11#13
region r##r.r_regionkey,<,1#1
part p##p.p_retailprice,>,1445.83#110700
customer c##c.c_custkey,=,64108#1
region r##r.r_regionkey,<,1#1
region r##r.r_regionkey,<,2#2
part p##p.p_retailprice,<,1183.79,p.p_partkey,<,51229,p.p_size,>,35#4025
customer c##c.c_custkey,<,6268#6267
nation n##n.n_nationkey,<,15#15
region r##r.r_regionkey,=,0#1
customer c##c.c_acctbal,>,-66.07,c.c_custkey,=,132495#1
customer c##c.c_custkey,=,27698#1
supplier s##s.s_acctbal,<,328.1,s.s_suppkey,<,27216#1202
lineitem l##l.l_shipdate,=,'1993-10-07',l.l_discount,>,0.03,l.l_quantity,>,45#152
region r##r.r_regionkey,=,0#1
customer c##c.c_acctbal,>,2287.25,c.c_custkey,=,8148#1
nation n##n.n_nationkey,=,4#1
nation n##n.n_nationkey,=,2#1
partsupp ps##ps.ps_availqty,<,830#66136
partsupp ps##ps.ps_availqty,<,4586#366473
lineitem l##l.l_quantity,>,19,l.l_extendedprice,<,41199.81#1095817
lineitem l##l.l_quantity,<,25#2878793
partsupp ps##ps.ps_supplycost,>,502.89,ps.ps_availqty,<,4431#176306
supplier s##s.s_acctbal,>,1409.22#7810
part p##p.p_size,>,23#107630
customer c##c.c_custkey,=,63217#1
part p##p.p_retailprice,>,1693.16,p.p_partkey,<,93010,p.p_size,=,12#493
customer c##c.c_acctbal,>,6706.17,c.c_custkey,>,147747#663
supplier s##s.s_acctbal,>,2399.58#6938
lineitem l##l.l_quantity,=,15#120324
customer c##c.c_acctbal,>,952.06#123524
partsupp ps##ps.ps_availqty,=,9612#80
partsupp ps##ps.ps_supplycost,=,665.87#9
nation n##n.n_nationkey,=,8#1
customer c##c.c_custkey,<,67282#67281
nation n##n.n_nationkey,<,14#14
orders o##o.o_totalprice,<,440897.15#1499470
partsupp ps##ps.ps_availqty,>,3696,ps.ps_supplycost,=,451.84#1
region r##r.r_regionkey,<,2#2
nation n##n.n_nationkey,=,12#1
supplier s##s.s_suppkey,<,77861#10000
lineitem l##l.l_shipdate,>,'1993-11-06'#4473371
customer c##c.c_acctbal,>,5095.24#66689
part p##p.p_size,=,4,p.p_retailprice,<,1143.97,p.p_partkey,<,40263#194
lineitem l##l.l_discount,<,0.05#2727731
part p##p.p_retailprice,>,775.67#200000
partsupp ps##ps.ps_supplycost,<,45.57,ps.ps_availqty,<,7620#27060
part p##p.p_size,>,4#183791
orders o##o.o_orderkey,>,3511741,o.o_orderdate,>,'1997-04-28',o.o_totalprice,>,440838.77#38
lineitem l##l.l_quantity,=,33,l.l_shipdate,>,'1997-10-17',l.l_discount,>,0.07#4821
supplier s##s.s_suppkey,=,5594#1
orders o##o.o_orderdate,<,'1994-04-07'#513838
supplier s##s.s_acctbal,=,3269.09,s.s_suppkey,<,72359#1
partsupp ps##ps.ps_supplycost,>,623.43,ps.ps_availqty,>,6875#94177
nation n##n.n_nationkey,=,18#1
nation n##n.n_nationkey,<,17#17
partsupp ps##ps.ps_supplycost,>,486.1,ps.ps_availqty,>,7751#92663
region r##r.r_regionkey,<,1#1
orders o##o.o_totalprice,<,345287.83#1474505
partsupp ps##ps.ps_supplycost,<,858.38,ps.ps_availqty,>,1610#576354
customer c##c.c_acctbal,>,3874.22#83263
partsupp ps##ps.ps_supplycost,=,442.27,ps.ps_availqty,<,7938#3
partsupp ps##ps.ps_availqty,=,5098#82
orders o##o.o_orderdate,>,'1992-04-28'#1425919
region r##r.r_regionkey,<,1#1
part p##p.p_size,>,8,p.p_retailprice,>,62.1#167737
partsupp ps##ps.ps_supplycost,<,587.29,ps.ps_availqty,<,5641#264731
customer c##c.c_custkey,>,54194#95806
part p##p.p_size,<,9,p.p_partkey,>,45404,p.p_retailprice,>,1601.93#10384
customer c##c.c_acctbal,<,8850.31,c.c_custkey,<,120324#107777
part p##p.p_size,<,44#172210
nation n##n.n_nationkey,<,8#8
orders o##o.o_totalprice,>,248736.68,o.o_orderkey,<,2176226,o.o_orderdate,<,'1996-07-15'#58386
partsupp ps##ps.ps_availqty,<,1600,ps.ps_supplycost,<,128.82#16390
part p##p.p_retailprice,>,179.51,p.p_partkey,<,58545,p.p_size,>,20#34844
orders o##o.o_totalprice,>,147096.16,o.o_orderdate,=,'1997-04-11'#288
region r##r.r_regionkey,=,4#1
nation n##n.n_nationkey,<,1#1
supplier s##s.s_suppkey,<,53634#10000
lineitem l##l.l_discount,=,0.05,l.l_extendedprice,>,98664.05#668
partsupp ps##ps.ps_availqty,<,4482#358190
customer c##c.c_custkey,<,23080#23079
supplier s##s.s_acctbal,<,9618.61,s.s_suppkey,<,612#594
region r##r.r_regionkey,=,2#1
customer c##c.c_custkey,>,65228#84772
supplier s##s.s_suppkey,<,38120#10000
customer c##c.c_custkey,=,5745#1
supplier s##s.s_acctbal,>,6155.94#3481
region r##r.r_regionkey,>,0#4
region r##r.r_regionkey,<,3#3
nation n##n.n_nationkey,>,4#20
customer c##c.c_acctbal,<,6278.31#99161
nation n##n.n_nationkey,>,6#18
part p##p.p_partkey,<,42041,p.p_size,=,36,p.p_retailprice,<,1820.8#739
lineitem l##l.l_extendedprice,>,8901.19,l.l_quantity,=,37,l.l_shipdate,>,'1997-07-16'#22178
nation n##n.n_nationkey,<,9#9
partsupp ps##ps.ps_availqty,<,6558,ps.ps_supplycost,<,272.56#142390
partsupp ps##ps.ps_availqty,>,5543#356600
nation n##n.n_nationkey,<,11#11
orders o##o.o_orderdate,>,'1992-08-11'#1360913
region r##r.r_regionkey,<,1#1
nation n##n.n_nationkey,=,10#1
orders o##o.o_orderkey,<,3726127,o.o_orderdate,>,'1997-01-09'#221037
nation n##n.n_nationkey,<,3#3
lineitem l##l.l_quantity,<,27#3119130
lineitem l##l.l_shipdate,>,'1994-06-27',l.l_quantity,=,22,l.l_commitdate,<,'1995-04-10'#14439
partsupp ps##ps.ps_availqty,=,8068#73
nation n##n.n_nationkey,>,21#3
nation n##n.n_nationkey,>,18#6
partsupp ps##ps.ps_supplycost,<,398.47,ps.ps_availqty,<,4820#153016
lineitem l##l.l_extendedprice,>,70001.73,l.l_shipdate,>,'1997-09-29'#98240
supplier s##s.s_acctbal,>,269.46#8855
partsupp ps##ps.ps_supplycost,<,808.5,ps.ps_availqty,>,1745#534230
region r##r.r_regionkey,=,0#1
lineitem l##l.l_commitdate,>,'1998-04-20'#409464
customer c##c.c_custkey,>,12316,c.c_acctbal,<,3263.1#53510
partsupp ps##ps.ps_availqty,>,4118#470983
customer c##c.c_custkey,>,143292,c.c_acctbal,>,5637.26#2652
customer c##c.c_acctbal,>,-180.84,c.c_custkey,=,134702#1
nation n##n.n_nationkey,<,8#8
part p##p.p_partkey,>,66851#133149
region r##r.r_regionkey,>,1#3
region r##r.r_regionkey,>,0#4
customer c##c.c_custkey,>,41779#108221
part p##p.p_retailprice,>,950.24#198675
region r##r.r_regionkey,<,1#1
customer c##c.c_acctbal,<,9075.26#137449
nation n##n.n_nationkey,>,23#1
part p##p.p_retailprice,<,1029.1#8484
lineitem l##l.l_quantity,<,33,l.l_discount,=,0.09,l.l_shipdate,=,'1998-01-12',l.l_commitdate,>,'1992-01-31'#164
nation n##n.n_nationkey,>,13#11
nation n##n.n_nationkey,>,2#22
supplier s##s.s_acctbal,>,2648.87#6721
nation n##n.n_nationkey,=,8#1
nation n##n.n_nationkey,<,12#12
region r##r.r_regionkey,>,0#4
customer c##c.c_acctbal,>,2244.76#105662
nation n##n.n_nationkey,>,23#1
partsupp ps##ps.ps_supplycost,>,851.61#118679
part p##p.p_partkey,=,175893#1
part p##p.p_partkey,>,152200#47800
lineitem l##l.l_discount,>,0.02,l.l_extendedprice,<,61951.96,l.l_commitdate,=,'1995-07-25'#1522
lineitem l##l.l_discount,>,0.06,l.l_commitdate,<,'1996-10-20',l.l_shipdate,=,'1992-01-20',l.l_quantity,<,16#34
nation n##n.n_nationkey,>,20#4
region r##r.r_regionkey,=,4#1
lineitem l##l.l_shipdate,<,'1997-08-18'#4975856
region r##r.r_regionkey,>,1#3
lineitem l##l.l_extendedprice,>,73200.72,l.l_commitdate,<,'1992-06-14'#22458
customer c##c.c_acctbal,<,8697.07,c.c_custkey,=,84954#1
nation n##n.n_nationkey,>,17#7
part p##p.p_partkey,<,90449,p.p_size,<,31#54521
region r##r.r_regionkey,=,1#1
nation n##n.n_nationkey,=,5#1
supplier s##s.s_suppkey,<,43284,s.s_acctbal,>,246.73#8874
region r##r.r_regionkey,=,2#1
partsupp ps##ps.ps_availqty,<,6316,ps.ps_supplycost,=,109.46#6
customer c##c.c_custkey,=,124747,c.c_acctbal,>,5597.95#1
nation n##n.n_nationkey,>,4#20
orders o##o.o_totalprice,<,175323.86#919880
nation n##n.n_nationkey,<,15#15
